Name,ctrl_1,ctrl_2,ctrl_3,ctrl_4,sp1A,sp1B1,sp1B2,sp2A1,sp2A2,sp2B1,sp2B2,sp3A,sp4A1,sp4A2,sp4B,sp4C1,sp4C2,sp4D,sp5A,sp5B,sp5C,sp6A,clin1,clin2
PA3081,1589,1549,1547,1525,22,2700,2626,1172,2407,1884,1949,1120,1924,282,10,1266,30,853,1410,3430,1714,4802,1183,168
PA3082,845,921,927,1387,25,3705,3795,1830,4246,3378,3482,1155,2331,415,8,1111,32,1169,1533,5178,1812,6818,1527,241
PA3083,8842,8996,8505,16166,74,19912,19276,6362,15573,13185,12849,4059,7111,1227,56,11934,125,2887,14907,7519,10566,10217,16604,817
PA3084,1231,1087,1239,1543,11,1520,1503,943,2390,1813,1744,574,1317,261,2,1172,17,621,2291,1895,1269,2217,2089,111
PA3085,1820,1366,1737,1202,7,1131,1073,815,1899,1563,1471,1960,1207,257,6,962,13,1735,2059,562,1211,791,1562,64
PA3086,2706,2521,2958,3095,15,3631,3442,1123,2939,2405,2406,279,908,161,11,2625,22,271,2957,2204,2749,2867,4019,132
PA3087,2291,2451,2626,3058,10,3153,2968,1184,3000,2171,2096,363,749,180,7,1747,22,182,2455,2453,1962,3592,3912,178
PA3088,1377,1314,1482,1856,12,1349,1307,669,1668,1191,1182,1520,1105,231,14,916,25,497,1338,1870,1191,3246,2558,164
PA3089,13273,12699,13562,2367,12,2117,1998,720,1684,1290,1397,478,999,135,9,2860,21,355,2000,2522,2655,3962,2690,117
PA3090,4611,4061,4671,1896,8,2029,1963,903,2498,1792,1852,351,1030,96,4,1244,11,302,1317,2109,1564,3434,1574,108
PA3091,11593,13072,11519,4809,45,13982,13436,4877,13674,9452,9039,6253,5587,569,42,2951,82,3395,3946,3178,6959,8252,3513,157
PA3092,976,1003,1037,1686,23,2367,2177,1090,2113,1391,1434,706,1688,199,11,1208,28,897,2393,5230,1521,6696,1972,302
PA3093,1350,1336,1197,9518,28,11755,10654,3865,7161,6625,6446,6007,8198,1070,31,4234,45,5558,5352,3323,6056,4238,5956,254
PA3094,1792,2058,1951,6548,80,30496,23429,2519,5550,5320,5813,9140,3368,382,61,6882,101,1277,3510,4459,27296,5225,3050,199
PA3094.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA3094.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA3094.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA3095,1145,1128,1097,1503,6,2502,2316,879,1926,1459,1501,506,762,98,1,1333,15,345,2175,1133,1818,1774,2081,72
PA3096,2841,2861,2907,3591,17,4938,4261,1470,3896,2595,2830,2604,988,136,28,2549,35,457,3831,2825,4433,4230,4274,187
PA3097,1548,1512,1595,1644,18,2503,2167,786,1955,1204,1385,433,548,117,10,1063,52,228,1734,2142,2104,3688,1466,105
PA3098,1841,1693,1850,1291,13,3176,2622,893,2109,1379,1522,112,566,76,5,1024,21,132,1917,1484,2110,2653,1414,68
PA3099,1004,949,1044,630,1,1463,1267,552,1124,791,781,467,486,87,7,531,25,119,1071,801,1304,1211,554,34
PA3100,3505,3429,3350,1650,8,3559,2985,1031,2687,1949,2002,402,830,75,10,1066,19,117,1740,1117,2759,1894,1607,73
PA3101,1943,2038,1838,912,18,2279,1885,845,1587,902,939,216,331,100,2,645,48,105,1067,1160,1567,2128,950,103
PA3102,11224,10691,11583,4363,17,8666,7429,1989,5452,3859,3992,4413,2088,201,32,3200,33,493,4922,2581,6740,4479,3115,142
PA3103,13974,13860,13381,6657,47,11966,10231,2958,7760,5431,5407,13107,4256,427,70,3990,107,1238,6458,3625,10978,6712,4312,256
PA3104,10011,8620,9861,7106,62,21027,17987,6402,15246,12670,12108,17085,10237,1127,106,8024,226,2894,15679,2869,22191,4768,5075,290
PA3105,6431,6326,5995,5994,74,14463,12079,5811,14054,10372,9830,7144,10512,1226,44,3977,225,3702,9761,4939,13139,7382,5135,403
PA3106,2305,2139,2385,3525,18,6118,5941,2658,5617,4708,5108,269,2802,370,11,3214,31,726,5896,2037,2681,1797,5717,152
PA3107,5961,6265,5995,10884,51,13961,13314,5680,12073,9811,10568,2698,7178,1555,35,7887,143,2263,12591,3865,5378,4363,13961,552
PA3108,6051,5904,5870,12156,43,9314,9102,4688,11451,8579,9642,6253,18209,2189,52,8342,95,9135,12697,3935,6048,4713,14100,477
PA3109,1076,847,1090,1701,10,2963,2875,1351,3433,2989,3043,2558,5987,714,18,2307,18,4873,3657,1106,2161,1438,2729,94
PA3110,1486,1361,1525,2770,9,3917,3580,1275,3694,2652,2503,2003,1944,336,11,2435,24,829,3433,1693,2535,1873,4216,139
PA3111,2791,2813,2809,13586,60,14173,13815,7196,18126,13744,14556,2481,7024,1108,43,9611,121,1746,13416,3654,10016,4460,13944,433
PA3112,1700,1458,1758,10019,40,6840,6415,4639,10667,7907,7933,9666,12062,1360,70,4982,92,8274,10382,2261,6778,2459,8985,263
PA3113,5133,3536,4723,8305,60,17742,17748,6528,13269,12655,13671,3800,9222,1419,43,8026,91,5519,9017,2249,9093,3792,8659,276
PA3114,2780,2750,2956,1917,11,2708,2678,1481,3455,3052,3170,504,1861,157,8,1177,16,351,2292,1396,1811,1653,1546,81
PA3115,30624,33733,33625,34065,76,20683,20335,11272,24101,18762,18477,6915,15881,1303,65,13659,220,6522,18893,5769,19241,10909,32742,1001
PA3116,723,705,738,3780,48,5114,4922,2885,4632,4479,4626,933,4423,555,9,2712,42,1658,3554,1761,2401,2433,2260,136
PA3117,1494,1558,1551,21727,23,4718,4524,1934,4307,3767,3647,11628,5724,623,81,3107,48,3384,5553,1992,4275,2064,5055,191
PA3118,7060,6774,7562,33549,24,4449,4224,1338,3189,2316,2554,3494,1744,260,36,4057,28,746,5467,1672,6163,2073,4056,162
PA3119,859,716,746,15425,3,341,333,286,555,383,440,216,435,106,5,713,7,97,1289,675,1492,1009,997,47
PA3120,1763,1992,1837,22133,3,824,782,312,718,505,475,428,609,129,17,2043,10,154,2980,773,3729,1322,1946,58
PA3121,10554,9981,9347,145043,34,5736,5535,1987,4109,3083,3121,3446,8840,1294,90,16266,68,1671,15657,2630,36470,3404,8121,226
PA3122,3190,3221,3457,1801,10,2079,1958,542,1142,983,1015,852,764,162,20,1270,17,632,1456,1036,1500,1918,2155,121
PA3123,2935,3136,3424,1329,4,1833,1825,610,1119,865,985,1680,736,185,13,1049,18,862,1384,467,1359,1289,1447,123
PA3124,3525,3723,3308,4471,15,3493,3892,1362,2618,2598,2583,1652,2694,385,14,2385,10,3544,3852,1150,2546,2102,3981,160
PA3125,1435,1295,1365,2699,6,1475,1521,761,1241,1341,1514,644,1966,644,8,2425,16,5052,1836,1561,1757,2432,4888,314
PA3126,2215,2447,2963,192979,145,23986,25903,32502,53352,47153,51049,4180,55043,29318,289,161402,318,308922,146114,11319,43697,4069,88237,6405
PA3127,929,840,875,983,10,882,813,300,612,526,491,1613,1024,128,11,525,7,413,871,808,633,1341,1011,79
PA3128,2268,2264,2394,1836,6,2431,2269,845,1612,1204,1362,3315,1778,186,19,1477,25,813,1730,777,1746,1737,1933,117
PA3129,922,893,971,4165,17,2964,2851,1774,3578,2920,3334,6404,7543,357,37,1829,24,2893,2399,1146,1668,1849,2847,124
PA3130,467,450,563,1508,3,1068,1013,298,691,551,601,3474,1077,109,19,924,6,501,1193,440,1139,688,1903,54
PA3131,1478,1382,1551,1909,3,1533,1394,467,1107,857,903,1938,1017,106,9,1023,4,485,1072,558,1521,1008,1968,64
PA3132,1509,1468,1446,1249,3,855,908,341,510,421,499,2117,1209,183,7,1345,13,849,1292,742,925,1256,1684,88
PA3133,442,416,456,833,5,278,306,162,283,241,287,501,1021,167,8,3557,4,814,1645,576,1489,599,976,47
PA3133.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA3133.2,0,2,2,17,0,11,16,19,79,57,48,1,27,2,0,23,0,20,18,4,22,0,8,0
PA3133.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA3133.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PA3134,1149,1008,1152,7549,26,4368,4079,2655,5726,4206,4496,3000,7706,690,19,3776,71,3488,6577,1705,3890,1736,6895,306
PA3135,1266,1128,1198,1095,12,941,910,437,835,630,667,2620,1221,247,16,1012,9,525,1871,619,1083,980,1240,82
PA3136,413,477,476,800,11,808,812,297,516,446,484,335,616,129,5,537,10,594,745,638,456,955,1804,91
PA3137,4813,5109,4991,2595,22,4339,3886,1065,2549,2255,2233,811,851,202,15,2915,18,249,2489,834,2696,1788,3163,154
PA3138,7071,7664,7562,6470,34,7470,6863,2503,5548,4473,4449,3996,2238,616,38,5531,58,1364,5614,1558,5358,3254,7528,405
PA3139,2047,1868,2190,10089,26,5386,5175,3994,9295,6998,7196,11000,7684,1077,72,5212,84,4015,11158,1446,6029,1369,9558,346
PA3139.1,7,1,4,22,1,32,15,10,147,151,167,7,82,3,0,55,0,8,29,1,32,3,23,2
PA3140,573,514,493,391,15,1597,1289,786,1346,1097,1180,883,1247,362,6,595,20,1120,949,269,666,455,746,94
PA3141,43360,35360,43065,29663,220,36721,35098,13006,27913,24936,23870,18611,24221,5433,163,37477,958,14519,42276,5735,39970,12568,53296,1391
PA3142,5926,5086,6201,3390,15,5038,4855,1297,3002,2707,2745,5308,3820,466,29,4495,50,1699,6376,536,5862,983,0,2
PA3143,5613,5365,5630,3383,14,3698,3689,1544,3165,3021,2922,2917,2583,448,25,3810,43,1139,4897,482,3854,954,0,1
PA3144,101,82,108,109,0,138,134,40,103,102,93,86,117,7,1,110,0,20,182,8,131,15,0,0
PA3145,6116,5441,6633,3521,35,4398,4457,1911,4430,3527,3605,6126,3515,871,37,3293,121,2178,7317,914,5059,1528,979,33
PA3146,1289,1174,1378,1978,10,2014,2072,1083,2619,2108,2350,620,1206,300,5,1677,37,453,3886,533,2136,356,0,0
PA3147,4297,3390,4224,4525,21,5538,5618,3366,7243,6303,6559,2801,4185,980,20,3967,97,3017,9834,1106,5234,1272,0,0
PA3148,1264,1105,1293,6919,39,5767,5594,5070,10607,7960,8548,672,1812,529,11,4638,215,729,17690,1716,6380,774,0,1
PA3149,2146,2025,2315,8380,52,9362,9490,7945,15792,12649,14172,475,2867,1267,21,8617,363,1201,28500,3862,13622,949,2,1
PA3150,2496,2276,2688,15305,97,14653,14856,16254,31920,23798,25935,1917,5471,2540,35,14379,645,2631,45454,6182,22584,1853,1,3
PA3151,1483,1288,1508,3796,40,5513,5438,4060,8143,6606,7135,514,1386,680,6,3360,238,581,11147,2063,5946,729,0,0
PA3152,449,373,440,1469,24,1778,1771,1355,2859,2422,2521,307,878,487,3,1550,111,381,5025,877,2542,293,0,1
PA3153,1007,718,994,3340,44,4042,4011,2357,5935,4868,5326,228,1425,645,8,3572,156,413,10328,1409,6584,433,0,0
PA3154,5540,4216,5908,6394,54,8810,8952,4489,9902,8961,9438,437,3782,1541,12,6048,218,1256,18799,2571,11800,1036,0,4
PA3155,6711,6134,7973,11075,40,9017,9113,4894,10539,7740,8393,4073,5698,1185,25,6598,221,1914,21216,2058,10668,1199,1,1
PA3156,3707,3554,4219,5819,38,5388,5463,4803,9161,7619,7905,7610,7541,1648,57,3243,179,4769,11400,1535,5679,1470,0,1
PA3157,13520,12621,14914,10875,68,12987,12731,5604,12645,11271,12188,6084,7327,2020,59,8971,245,3659,21421,2683,15635,2717,2,0
PA3158,2399,1988,2704,12968,26,5412,5732,3923,8765,7887,8485,2816,11956,2712,26,5083,201,5611,19968,1721,7236,874,0,2
PA3159,11397,12045,13208,36234,108,16204,16613,9296,21198,19083,19738,12512,17416,3741,91,13069,418,21587,34639,3659,18330,5580,6,6
PA3160,9265,6991,8691,34940,97,14617,14582,11150,29577,29543,30543,7192,45282,8366,92,19639,547,80134,70271,5718,30820,5328,8,9
PA3161,2723,2687,3098,9294,18,6857,6654,2586,7297,6086,6140,42070,11079,674,211,4201,31,13098,5791,503,6708,1154,8334,332
PA3162,16576,15858,15743,135656,596,111106,110517,59268,137449,111268,127112,94722,272941,33557,706,92147,2061,170525,162310,26874,86287,18173,127087,4795
PA3163,1837,1639,1962,3940,33,7780,6697,2502,4835,4349,4474,1484,1991,417,13,3475,72,907,5037,1225,4116,886,4375,208
PA3165,823,793,877,4701,33,9951,8734,3046,6505,5490,5562,3218,2185,580,19,3407,57,904,5968,1919,5901,1305,5155,206
PA3166,711,761,759,4155,33,6209,5916,3107,6831,5735,5379,629,1978,617,10,2827,72,673,5453,1399,2486,1949,7299,288
PA3167,1615,1679,1740,6697,36,8971,8568,4078,9665,8076,8029,2435,9143,1739,28,5584,117,3092,9516,1868,4240,2266,11036,443
PA3168,9693,8961,9532,30726,151,37321,35362,17801,43341,38136,36708,18402,28687,5010,130,26290,332,18559,32223,6347,22342,9507,41116,1241
PA3169,962,919,981,3338,16,3626,3565,2075,4492,3650,3504,1297,3142,444,15,2067,40,1210,2779,1232,2121,2312,3326,140
PA3170,1225,1095,1118,4084,19,3188,3091,1311,2896,2572,2527,1414,1973,423,14,2550,28,900,3286,1480,1954,3252,4106,164
PA3171,1184,979,1126,6819,27,6799,6215,2910,7432,6792,6696,6954,10767,995,43,4127,38,4600,5868,1032,4808,2433,4796,160
PA3172,1042,1004,1115,1911,12,1474,1454,546,1426,1089,1186,474,897,165,6,1004,8,403,1124,680,1010,1633,2244,77
PA3173,3847,3720,4006,3193,17,3786,3384,1339,2741,2795,2611,1134,1647,341,14,4282,33,784,3752,1003,2931,2138,1727,113
PA3174,502,446,553,276,3,488,583,162,296,261,245,582,1134,60,4,304,2,139,456,596,462,1510,361,50
PA3175,2524,2662,2793,976,12,902,1133,302,503,470,492,841,2325,99,7,1038,5,279,830,949,1073,2508,1050,86
PA3176,437,350,400,460,14,629,624,235,411,346,341,249,607,117,3,352,6,262,441,1268,337,3242,373,98
PA3177,925,872,1112,5205,14,2711,2552,663,1559,1301,1383,4182,1553,144,31,1501,21,864,2159,1039,1237,2765,10825,332
PA3178,446,402,602,1337,6,1413,1188,338,645,645,614,3310,843,92,26,775,12,634,1189,432,795,1128,2210,109
PA3179,2527,2627,2708,6685,26,4293,4174,2813,6400,5984,6453,6235,11525,444,37,3819,50,3592,4624,1799,3217,3779,5027,203
PA3180,387,342,439,791,11,699,696,291,528,476,415,926,660,151,6,896,13,339,1324,596,746,1179,948,86
PA3181,6258,6088,6488,29499,17,5599,5829,1345,2250,2139,2139,1962,16976,3926,39,16369,136,1648,41088,2919,4139,2686,16606,243
PA3182,2781,2993,2971,37925,11,1372,1575,351,587,479,484,559,8485,1221,31,12034,81,406,28725,2219,746,2141,20165,156
PA3183,3565,3978,3859,64742,33,1775,1865,598,1016,796,823,1375,33072,6224,61,19873,235,1230,61852,5930,1323,4481,33089,322
PA3184,2183,2291,2423,6720,9,2267,2219,845,1780,1490,1576,3193,5652,727,14,3082,38,1106,5359,1471,1462,2815,3499,140
PA3185,10486,10692,11286,9440,37,8197,8498,1969,4266,3855,3972,2604,8906,1342,31,10494,81,2560,10748,2098,7312,3605,8918,269
PA3186,220,250,284,1136,10,238,200,139,126,126,121,151,140,83,2,376,33,173,1419,687,464,1373,3641,150
PA3187,445,457,413,2711,8,403,385,253,303,220,229,270,328,121,4,536,34,207,2161,1679,639,3213,6537,145
PA3188,703,674,739,1394,7,953,796,276,498,400,401,416,284,114,2,627,18,193,1347,1205,773,2537,2498,120
PA3189,494,453,517,1972,12,374,376,166,258,191,205,226,236,99,4,457,23,173,1585,1222,415,2588,3935,110
PA3190,823,916,911,16639,25,640,593,262,354,297,258,297,603,548,21,10061,241,290,40471,5737,4822,3879,40154,313
PA3191,612,618,651,2190,10,571,588,381,672,472,434,259,725,147,3,1143,21,135,3866,2097,446,5611,3374,133
PA3192,696,644,634,6130,14,878,835,483,899,636,665,1490,2276,384,11,2818,65,239,9685,1445,469,3110,6736,129
PA3193,1218,1199,1223,18153,17,3700,3586,1154,2538,1999,2035,2295,5699,1002,27,10963,104,897,21139,2970,2016,4916,21621,283
PA3194,1638,1921,1653,43764,31,2533,2671,868,1536,1440,1419,988,13876,2720,45,18807,220,900,36629,6205,1443,8548,39232,361
PA3195,3288,3466,3070,38067,19,2795,3013,840,1580,1496,1410,2219,26094,8166,44,21789,200,2419,45876,3530,4516,4843,20450,357
PA3196,233,223,230,2486,4,717,665,299,640,606,610,4848,7343,764,31,1571,27,2256,4186,977,605,2332,2435,82
PA3197,1244,1140,1265,2985,14,2523,2193,892,2111,2027,1870,2287,4373,416,15,2150,15,737,3883,2139,1774,5110,3429,158
PA3198,3721,3553,3499,1697,16,1967,1913,955,1727,1473,1449,212,729,229,8,1446,20,205,2288,1267,1307,3195,2348,132
PA3199,2155,2665,2038,1271,9,1286,1236,775,1580,1335,1281,3040,2201,375,23,1218,15,1075,1593,1152,1072,2739,1717,103
PA3200,7036,7427,7047,4393,18,4292,4072,1524,3593,3280,3415,8539,10993,1593,48,5356,54,7521,5424,2191,3664,4551,4237,167
PA3201,3201,2344,3035,2969,11,2594,2431,1588,3889,3357,3252,7002,4357,700,35,2179,32,3768,4637,1356,3363,3083,4315,144
PA3202,1888,1424,1793,2613,11,2426,2419,1794,3873,3233,3433,1914,3049,403,11,2228,23,975,3898,784,2273,1590,2995,108
PA3203,718,666,698,1871,9,1396,1296,690,1657,1561,1502,711,1411,179,7,1548,14,707,2245,731,970,1605,3132,94
PA3204,1023,983,1055,3074,8,1575,1506,957,1925,1754,1846,513,1469,231,6,2108,17,864,2800,1372,1415,3183,4542,137
PA3205,215,211,218,247,6,411,426,376,507,421,406,181,382,99,1,340,26,133,415,788,158,1757,2612,157
PA3206,910,850,930,1780,9,1562,1551,681,1335,1187,1172,716,1236,235,6,1395,18,723,1338,2524,1106,6734,2473,128
PA3207,773,669,712,3290,10,3385,3340,1216,2609,2323,2546,8490,2810,277,50,2569,17,1606,3021,1200,2373,2608,4140,91
PA3208,1255,1145,1213,4023,12,3683,3707,1614,3788,3241,3574,24912,5169,465,129,3003,30,3236,3738,1458,3166,3115,4097,111
PA3209,41,47,32,453,7,544,465,206,409,430,459,217,541,35,0,206,2,352,277,548,180,1513,691,31
PA3210,614,572,625,1537,12,1382,1289,748,1729,1504,1373,1590,1928,190,4,992,15,755,1786,2720,1224,5998,1720,153
PA3211,2636,2507,2815,2727,21,2976,2707,999,2365,1878,1850,1790,1394,265,14,2212,37,686,2857,2412,2966,5596,4264,168
PA3212,1613,1609,1664,1335,15,2134,1937,626,1420,1144,1207,315,645,135,10,1332,16,242,1468,1788,1687,4155,2012,105
PA3213,1779,1642,1855,1513,26,2737,2424,931,2024,1576,1434,540,734,255,3,1280,20,206,2265,2065,2136,5327,3383,177
PA3214,2456,2240,2544,2026,13,3585,3134,1023,2262,1800,1916,275,775,158,4,1843,21,246,2848,1500,2254,3603,3453,128
PA3215,2508,2408,2833,6099,23,5657,5262,1741,3812,2870,2932,2593,2840,443,32,4452,34,1504,6099,2447,3741,5609,5119,189
PA3216,1566,1575,1774,469,1,379,352,99,273,176,215,1113,564,32,3,563,3,89,655,497,519,1179,851,31
PA3217,4099,3697,3238,3306,23,3872,3695,2108,4457,3660,3354,2170,1516,320,14,1891,30,577,3042,2938,2568,6557,3467,205
PA3218,59,72,73,99,8,99,103,104,125,107,93,21,57,37,1,49,2,26,132,920,41,2077,96,25
PA3219,219,251,244,225,4,235,230,151,160,123,137,103,119,29,1,196,6,64,221,1335,161,3711,235,67
PA3220,1143,1042,1140,2441,16,1899,1895,696,1573,1406,1452,2567,2276,279,14,1788,21,1009,2918,1765,1763,3938,2474,91
PA3221,255,223,255,325,7,366,285,211,412,333,313,624,497,62,0,312,5,242,540,535,270,1264,399,50
PA3222,293,322,331,310,5,391,396,174,307,250,222,591,290,75,2,302,4,113,424,2142,279,3990,419,66
PA3223,217,200,193,207,4,280,262,143,219,157,175,443,316,52,4,176,4,122,305,1167,149,2256,265,63
PA3224,5864,5900,5312,2290,6,1725,1653,335,970,755,731,4821,1655,211,33,3789,21,900,2553,643,2427,1384,2589,75
PA3225,5802,5768,5324,5376,16,3229,2871,717,1434,1215,1146,1801,1514,483,17,2530,31,950,2934,1949,2512,4806,5334,227
PA3226,3584,3818,3602,1836,12,1464,1364,348,837,627,619,1541,1089,246,11,899,14,360,1234,1720,1286,3938,1882,119
PA3227,1409,1416,1384,1359,17,1505,1320,466,877,652,649,437,402,142,3,660,33,215,1295,1325,894,2713,1697,193
PA3228,4896,4716,4589,3510,33,5628,5008,1198,2599,2071,2192,437,1186,274,6,3010,35,334,4252,3933,3194,7538,5406,249
PA3229,229,234,284,330,3,418,363,199,344,298,262,249,208,48,2,238,4,83,250,470,234,980,1448,67
PA3230,1045,1094,1137,1852,10,1742,1552,603,1494,1152,1138,4255,1656,163,19,1379,12,501,1287,2401,1918,4603,3299,153
PA3231,1226,1401,1337,508,2,302,266,76,219,237,175,616,122,13,6,2193,1,60,503,182,1565,442,490,25
PA3232,427,364,460,518,8,996,961,476,1091,797,863,418,423,45,2,858,8,184,1287,1080,1728,2868,952,80
PA3233,910,925,954,799,13,3188,2945,1554,3600,2550,2528,276,764,132,6,2028,23,276,3148,3555,4624,10192,2747,264
PA3234,2511,2678,2553,1683,27,8347,7720,2556,6643,4988,4506,886,1948,403,22,5257,89,910,11367,3354,12150,15300,6377,606
PA3235,1206,1096,1130,1070,34,17927,17257,4318,11320,8725,7568,2164,3372,690,35,13102,93,1830,23234,668,19574,8104,4698,343
PA3236,649,673,719,683,8,773,662,351,599,449,464,581,561,127,6,755,24,400,1151,1754,781,2919,879,89
PA3237,181,160,167,152,1,243,227,86,223,189,180,149,244,26,0,153,3,106,216,363,141,593,129,15
PA3238,3265,3314,3396,4992,13,3329,2899,1062,2278,1974,1840,1933,1554,272,18,2135,43,1458,3188,2830,3128,5433,4442,297
PA3239,1666,1780,1818,1987,16,2226,1971,595,1214,1057,1020,3888,1724,371,22,1449,31,1686,2361,1725,1793,3021,2359,123
PA3240,2223,2327,2356,1646,22,2069,2078,842,1765,1566,1493,690,1001,167,4,1693,19,515,1917,1790,1284,3987,3993,222
PA3241,1026,1068,1154,2095,14,2349,2112,889,1982,1584,1695,445,899,136,5,1619,22,266,2409,2635,1724,5332,3362,171
PA3242,898,696,816,3071,20,3905,3913,2232,5081,4263,4403,1493,4132,592,17,2107,37,2878,4142,2335,2160,4449,4547,205
PA3243,2404,2369,2590,6088,16,3379,3356,1872,4199,3559,3520,22320,4012,474,109,3177,57,2374,3675,2051,3568,4092,6814,239
PA3244,1667,1450,1735,10281,45,7468,6628,5530,13030,10082,10458,128244,47518,2937,648,4425,126,47887,8561,2762,8304,5092,15003,603
PA3245,1044,981,1124,3134,23,4787,4035,2933,5628,5070,5325,3187,4048,551,21,2324,57,2996,4188,895,4593,1538,6833,257
PA3246,397,457,461,492,7,356,293,218,515,383,408,185,367,84,2,357,13,181,327,1174,351,2275,746,70
PA3247,2070,1877,2061,4871,26,4548,4728,2162,4559,3616,3565,2242,2618,656,18,3936,55,1595,4496,2982,3303,5968,3923,264
PA3248,1235,1238,1371,1582,10,2160,1975,688,1449,1249,1197,2265,848,140,17,1650,13,522,1893,1152,1614,2696,1426,97
PA3249,1132,1175,1168,850,1,1150,1141,421,900,839,909,4155,918,93,26,978,11,232,1036,1117,1152,2507,803,62
PA3250,1916,1848,2064,1096,15,1005,980,328,677,549,605,5764,975,131,41,802,32,414,1036,2023,1420,3998,1483,112
PA3251,556,582,556,417,5,455,415,166,253,198,201,1081,336,85,12,372,11,175,497,1489,425,2964,547,80
PA3252,948,977,975,381,7,502,469,186,323,261,220,257,221,68,2,374,8,100,451,1507,463,3117,527,79
PA3253,593,574,604,310,10,507,469,217,356,268,268,153,237,47,4,255,7,112,383,1142,360,2576,478,81
PA3254,633,676,768,638,10,665,580,263,547,418,450,317,531,60,2,548,11,145,681,1521,656,3484,712,94
PA3255,2170,2193,2225,1842,7,1489,1397,536,1172,913,975,1876,888,96,14,1337,15,339,1181,1012,1499,2270,2481,124
PA3256,6577,6406,6491,6583,16,5897,5681,2103,4993,4551,4562,7141,3421,418,50,5248,32,1795,4983,2139,5163,4593,6068,259
PA3257,21620,22312,19867,28401,176,25224,23244,10779,22171,19527,18207,5891,6497,2552,62,24726,342,5740,26639,7672,25145,15397,31097,2263
PA3258,11081,10258,11817,3009,23,4243,3939,1525,3242,2755,2726,457,1305,289,10,2830,32,613,2933,3036,2451,6059,2993,192
PA3259,11215,11528,12201,2003,10,2583,2517,832,2084,1964,1965,242,900,100,5,1841,8,273,1949,853,1871,1918,2696,89
PA3259.1,7884,8765,8192,1437,11,2423,2318,861,1669,1239,1340,1441,1195,294,7,1579,13,928,1851,755,1786,1788,1909,96
PA3260,5286,6196,5622,1527,9,1921,1759,816,2086,1679,1851,3083,1897,378,16,1593,28,1695,1881,720,1889,1956,2422,124
PA3261,27522,26904,28173,6519,26,6867,5899,1782,4409,4100,3910,8345,3773,743,66,10934,86,4319,7322,1876,10577,5203,4884,219
PA3262,1598,1278,1562,4831,30,4676,4291,2167,5124,3960,3919,9128,8249,658,49,2175,99,5809,6051,2219,6078,2600,6292,296
PA3262.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA3262.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA3263,5400,7822,6635,4184,16,1827,1662,711,1640,1443,1529,7060,7288,418,27,1849,15,3715,2408,1593,1866,2659,1737,87
PA3264,641,603,706,620,7,737,701,340,650,542,537,367,560,128,3,558,6,279,740,1656,547,2825,981,68
PA3265,614,601,621,749,4,750,666,261,648,483,507,466,750,55,3,680,7,220,848,469,540,821,837,36
PA3266,7280,3192,7939,19178,38,44556,42674,7103,29484,23357,23230,167934,66377,2241,914,38082,239,17603,82371,4044,86321,715,14645,233
PA3267,3432,3401,3760,4457,27,5700,5276,2324,5565,4230,4080,5536,4852,552,32,5127,44,2285,5105,3214,5828,5635,5931,290
PA3268,951,1104,1141,7928,69,7130,7525,2672,5745,4759,5223,5295,29551,1311,31,2053,61,7039,2158,3970,1807,6384,3115,312
PA3269,1051,940,1039,1819,10,1831,1769,554,1118,928,837,776,942,134,9,982,25,565,1861,1297,1123,2850,1398,110
PA3270,2600,2520,2627,8101,20,6014,5517,2301,5504,3984,4158,5569,3507,368,48,3972,35,2514,7300,1408,3885,3120,8063,396
PA3271,7160,6779,7105,6328,102,27623,25774,7694,18183,13524,12917,1953,3206,1053,30,11003,88,1648,23050,5804,17200,15337,12394,952
PA3272,33594,32857,31561,27444,79,24709,24307,10881,24391,21480,21929,3051,4976,1935,68,31818,139,4310,22540,8036,25859,18837,22737,1170
PA3273,2966,3191,2893,1086,6,1634,1616,342,1022,815,787,876,970,109,7,2558,4,388,790,795,1941,1970,779,72
PA3274,2673,2317,2569,535,1,773,678,161,469,379,388,758,332,72,5,2763,12,278,828,483,1927,1003,463,102
PA3275,3759,3831,4172,1099,1,936,738,180,586,600,524,1033,587,86,11,3677,9,304,1039,612,3517,1027,1233,130
PA3276,383,311,344,755,4,953,861,280,733,639,722,779,1246,96,5,898,5,374,774,541,817,851,689,55
PA3277,723,683,727,824,7,767,866,703,1280,1135,1161,3009,8651,566,19,814,9,2293,1054,963,950,1388,1120,67
PA3278,2760,2258,2616,2756,12,4425,4607,3285,7147,5336,5945,4824,15901,862,39,2925,39,4221,2637,401,4077,934,1067,44
PA3279,513,519,529,336,6,417,414,180,261,189,185,203,197,66,1,327,5,133,299,1520,400,2027,269,112
