Name,ctrl_1,ctrl_2,ctrl_3,ctrl_4,sp1A,sp1B1,sp1B2,sp2A1,sp2A2,sp2B1,sp2B2,sp3A,sp4A1,sp4A2,sp4B,sp4C1,sp4C2,sp4D,sp5A,sp5B,sp5C,sp6A,clin1,clin2
PA4546,2503,2185,2288,2222,20,3892,3648,1949,4291,3510,3352,1071,1523,322,17,1758,35,636,3137,2371,2790,3333,2724,214
PA4547,1854,1840,1723,1662,21,3045,3108,1265,2753,1948,2022,393,503,187,8,1418,28,188,2328,2050,1942,2856,2304,209
PA4548,1310,1119,1102,2385,17,3406,3294,1464,3195,2080,2227,4481,2360,374,22,1887,58,1691,3122,1896,2848,2423,3083,243
PA4549,433,395,367,384,4,290,308,134,262,212,205,232,215,50,2,456,4,289,317,606,327,787,515,69
PA4550,24863,21252,12796,5819,62,8305,10385,4237,7815,7076,6578,21444,2085,619,133,2188,172,2789,6692,937,5079,2295,4722,324
PA4551,8495,8857,4463,2377,24,3223,3682,1544,3526,2920,2585,1657,613,157,8,918,34,516,3067,835,1908,1225,1898,108
PA4552,9732,10663,5357,3814,50,4585,5341,1766,4370,3413,2924,1284,1001,207,11,1569,66,489,3721,1274,2642,2054,3474,243
PA4553,8523,9682,5055,4803,27,5522,6509,1603,3909,2999,2893,5375,1372,359,41,2199,67,1009,5444,953,3254,1652,4884,230
PA4554,42274,44203,27598,19688,175,31440,36227,7524,18404,14356,13244,5453,7229,1718,50,13603,547,3242,30728,6751,15684,9240,13366,794
PA4555,2853,2977,1783,1022,14,1986,2284,525,1294,949,931,2224,1637,414,9,1411,38,1024,1874,594,1217,806,1166,93
PA4556,5165,5392,3294,2301,22,2832,3526,792,1662,1236,1168,412,376,137,5,758,59,158,2152,759,1548,729,2008,166
PA4557,1603,1609,1601,2794,22,4587,4597,2217,4806,3735,3848,7202,5320,846,40,3296,75,1928,4798,2033,3373,1707,3435,267
PA4558,2468,2583,2354,4098,19,9340,8394,3682,7287,6305,6293,1246,2323,425,8,3743,61,675,5393,1230,4173,1329,4035,145
PA4559,610,679,688,2663,22,6410,5663,1909,4402,3683,4201,464,1579,294,7,1992,32,410,3396,1212,2415,1114,2487,112
PA4560,4664,4839,4877,29986,104,37943,33704,15137,32292,26963,27244,2993,14883,2863,45,18298,349,5832,25908,8456,17574,9078,24526,1026
PA4561,1539,1116,1626,4367,22,4890,4451,1972,4867,4610,4548,6373,10832,944,33,3230,44,7133,5396,2061,4331,2258,5013,130
PA4562,1051,989,1039,1318,14,1403,1268,716,1531,1209,1190,4732,2584,255,25,1085,17,1249,1722,2390,1161,3287,2016,143
PA4563,1566,652,1455,20741,160,30949,31352,36014,58867,40738,48934,10945,41553,10086,92,28490,669,31645,84253,14194,17353,1524,22574,1007
PA4564,566,671,719,767,10,1583,1369,627,1336,1113,1088,2568,4672,549,27,919,34,2026,1763,858,1055,1171,1373,79
PA4565,4971,5228,4453,9471,116,24309,21342,12316,20417,24655,21750,6174,46956,4338,66,14066,128,22700,14629,4040,8802,6473,12145,559
PA4566,4184,3596,4292,10681,33,9571,8985,4635,10009,9367,9797,24990,89309,2997,138,6711,103,43447,8405,3392,6373,4434,8222,291
PA4567,2641,2322,2778,58357,177,47141,44656,35919,70670,53748,64728,324557,353935,28292,1851,29178,906,268897,96952,13918,25971,3201,41021,1400
PA4568,1044,763,1120,15311,74,14471,14396,9606,22492,17573,22311,149640,244651,13710,796,8239,367,133242,26143,4137,9798,1318,12787,413
PA4569,2395,2176,2582,6120,28,7713,7306,3153,7244,5760,5843,7603,7370,1184,39,4595,66,3682,7360,2767,4778,3200,6115,250
PA4570,9833,9765,13649,41893,278,165822,156111,4037,9835,20299,24267,124870,43704,10848,687,8242,167,68662,4384,6475,105714,8906,17114,804
PA4571,2604,2326,2627,2229,13,2067,1978,2621,6150,3424,3147,1450,3057,290,17,1982,25,915,2204,3886,2171,5445,2401,231
PA4572,44932,49748,53479,5078,21,3855,3458,1961,4375,3231,3359,19514,8794,419,115,6525,36,3793,4365,1666,6787,2847,6078,168
PA4573,40963,47467,51173,2725,9,3149,2797,666,1707,1614,1532,10782,1474,193,69,5152,26,897,1728,713,7709,2846,3876,182
PA4574,555,453,607,647,10,561,584,432,838,595,655,3677,3940,326,22,627,22,3835,1226,741,656,1173,1030,74
PA4575,8433,6956,8596,12167,8,3550,3193,863,1961,1820,1726,3757,1708,214,33,5525,47,3214,5611,867,5734,1593,8612,256
PA4576,9448,9525,10193,11231,56,12250,11096,5174,10408,7651,7752,3047,5059,1012,30,7898,116,1557,11060,5604,8467,9970,17354,896
PA4577,4439,4501,4923,14093,16,2043,2344,5842,13552,9121,9589,9403,24420,298,52,9064,32,1602,8620,1018,8431,1990,13538,219
PA4578,654,574,667,2303,29,2784,2416,2370,4902,2880,3467,2695,1319,383,17,1103,156,965,3087,1717,3578,2378,5632,479
PA4579,736,813,839,2032,18,2531,2159,1064,2160,1564,1606,378,1104,222,4,1237,30,430,1965,3851,1464,7080,3265,227
PA4580,903,757,924,1362,14,2225,1953,795,1675,1377,1430,617,797,170,6,1291,18,419,1637,1319,1520,2253,1878,99
PA4581,3283,3379,3244,1794,13,2109,2038,771,1346,1144,1151,1799,3927,405,14,2372,29,2147,2535,3297,2081,6099,2033,159
PA4581.1,3,0,3,1,0,2,2,1,1,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0
PA4582,1075,936,1087,869,23,1536,1588,427,732,710,797,523,986,179,4,690,11,540,672,2096,1288,3794,559,111
PA4583,642,744,648,1001,29,1955,1792,475,769,707,857,884,1466,361,8,662,19,1078,584,2621,1162,3891,809,139
PA4584,945,944,955,742,11,1206,1149,335,662,596,589,350,717,129,6,664,16,330,718,1585,909,3061,621,95
PA4585,853,876,856,1877,9,1629,1526,403,802,703,792,779,1282,118,8,1443,17,394,2815,2171,1262,3691,876,94
PA4586,108,118,112,304,5,172,180,83,158,146,142,151,171,30,0,266,5,64,472,848,181,1290,86,22
PA4587,669,662,752,3423,9,1099,960,1396,3905,1512,1431,419,2074,99,7,1889,35,214,3134,2565,1608,3806,2344,168
PA4588,1323,1102,1255,8475,23,2660,2439,1627,3320,2054,2212,1425,3867,471,19,3115,54,2030,5295,3715,2439,4853,3842,184
PA4589,624,670,752,704,13,1682,1599,456,788,445,567,747,668,145,10,546,54,315,914,3195,750,3650,729,131
PA4590,841,807,851,400,9,3336,3458,660,1252,703,1053,3210,1341,239,20,436,131,1117,739,895,918,1340,430,61
PA4591,1428,1308,1426,503,13,1288,1058,590,1085,894,919,474,620,117,1,860,44,213,1073,2934,1540,5208,640,122
PA4592,563,575,653,437,12,792,640,387,636,493,464,306,416,82,3,325,14,153,501,3137,829,6467,507,143
PA4593,869,915,951,518,14,795,753,336,573,508,479,338,444,70,4,510,15,196,578,2936,793,5115,564,97
PA4594,2538,2588,2561,2076,7,3133,2685,576,1462,1080,1145,2644,829,85,14,2047,18,300,2143,1622,3511,3032,1329,73
PA4595,5723,6117,6143,10941,52,8430,7935,5347,12399,8578,9778,28052,16541,1907,159,5437,114,16840,9038,4666,6703,7938,16260,599
PA4596,241,230,236,1691,7,227,199,230,285,225,294,112,190,31,2,182,5,122,228,909,469,2002,1116,62
PA4597,926,1060,1056,1423,14,1341,1311,499,861,727,758,565,660,103,6,749,8,368,943,3362,915,6076,1118,124
PA4598,2426,2294,2332,1615,21,1819,1666,760,1151,875,868,931,956,221,8,1456,31,500,1528,6788,1519,11573,1887,321
PA4599,427,459,461,449,9,423,406,197,329,257,264,177,394,77,2,320,7,225,395,2612,384,4515,847,80
PA4600,395,345,378,597,6,493,400,353,756,569,523,1693,964,172,8,486,9,608,745,1109,698,2380,745,81
PA4601,4638,3708,4479,12854,58,9361,8515,7020,15864,12341,11844,1328,3050,918,39,15251,174,1029,15461,12408,14147,16969,2296,399
PA4602,1043,802,830,12593,48,7352,6582,5907,10888,9634,9161,11436,22589,2458,81,5153,115,9677,13061,4266,4824,4505,6910,260
PA4603,1378,1275,1281,564,4,1712,1674,732,1583,1320,1340,1957,1025,160,10,706,11,465,930,994,1247,1233,706,55
PA4604,2462,2184,2356,1169,13,2436,2356,1144,2593,2170,2075,1622,1321,291,13,1335,17,595,1684,2484,2398,3379,1429,168
PA4605,3172,3084,3362,810,3,2432,2056,855,2262,1746,1823,10871,2508,594,58,1305,33,1907,2373,511,2336,1029,2547,176
PA4606,23191,24874,24076,12659,85,29990,28088,10068,23166,17700,16535,9871,10016,2219,85,20233,152,6411,22315,6797,22641,11795,22747,852
PA4607,108413,113902,161913,8413,59,29558,22401,6098,16537,13379,14336,118148,15489,1245,689,6672,389,4691,15523,2404,36691,11633,19144,973
PA4608,16318,17507,18154,3486,17,5277,4564,1855,3228,2577,2524,6475,1703,359,42,3935,65,1193,4602,1189,5046,4021,3089,209
PA4609,9676,11256,10923,4136,30,4692,4216,1696,4198,3427,3458,3108,2715,305,17,3326,37,1255,3583,3765,4250,5970,5292,254
PA4610,295,305,330,1848,3,588,601,1039,1619,1083,1157,934,7264,193,10,2316,15,850,5822,1149,1775,1424,2323,109
PA4611,55098,54211,56860,19125,128,20524,19804,58182,63259,47720,50472,13689,23293,2205,113,15570,170,6623,24556,2726,17248,18399,25308,1963
PA4612,2104,1998,2018,618,5,881,812,414,620,537,567,521,358,54,6,747,17,195,702,1405,840,1960,982,138
PA4613,1396,1528,1724,901,19,1193,1080,907,1451,1358,1390,722,545,146,4,694,18,239,831,3450,1031,4637,1772,229
PA4614,21329,22523,22899,5444,66,14329,12867,6057,10912,7982,9180,69996,17448,3780,389,5091,471,17945,15652,4465,28908,4307,13231,695
PA4615,1326,1145,1460,1669,18,4043,4050,725,1285,1458,1508,2803,4071,959,19,2790,32,2216,2071,2213,3823,1757,7139,308
PA4616,273,311,290,1031,10,853,821,633,1222,861,860,165,1630,200,1,397,16,827,558,2231,573,2742,259,86
PA4617,1672,1595,1721,2709,21,3082,3144,1306,2757,2497,2545,1720,2870,575,6,2690,21,2227,2965,2809,1969,4075,3697,132
PA4618,3918,3807,4183,4009,22,5480,5958,1956,4368,3316,3767,4725,3119,627,26,4900,36,1364,5552,2528,4217,3980,6713,399
PA4619,1772,1661,1811,1767,26,2980,3293,1605,3047,2087,2153,1095,2099,950,16,2620,18,803,3204,3052,1366,4713,2288,361
PA4620,339,372,338,1074,13,1524,1831,762,1512,866,854,162,898,279,3,1058,10,195,1340,1139,417,1681,892,119
PA4621,2833,2906,2541,7607,68,12111,14886,6601,12110,8793,8750,802,16472,2735,18,13724,53,4961,12677,7139,4009,9133,7803,850
PA4622,261,254,231,395,9,368,356,206,349,245,208,110,155,82,1,270,13,94,463,3128,223,3058,297,107
PA4623,243,205,264,190,2,314,323,142,228,175,202,141,193,87,1,224,6,235,396,926,271,848,846,57
PA4624,3181,3292,3373,1264,22,1371,1272,480,909,741,726,1597,781,146,7,1176,22,366,1290,3521,1533,3515,5672,265
PA4625,6828,7379,7972,4884,75,4969,4440,2300,3918,3421,3305,2166,2438,557,28,4259,97,1228,4832,15078,4872,14847,30956,1556
PA4626,253,233,272,1048,9,671,737,308,544,544,497,1466,691,141,8,509,12,362,691,2154,493,2638,1466,107
PA4627,1059,1065,1125,1626,11,1862,1899,859,1716,1731,1717,491,1685,200,6,1222,12,683,1525,2200,1097,2698,2391,98
PA4628,1466,1479,1485,1837,20,1911,1794,1060,2355,1991,2048,574,869,198,8,1334,25,481,1869,3361,1528,3438,2817,223
PA4629,118,102,89,226,3,186,178,173,325,261,260,83,423,74,3,156,5,176,234,1251,120,1116,231,56
PA4630,1883,1626,2160,551,3,569,529,333,674,525,558,678,475,76,2,594,7,281,890,729,536,1031,640,39
PA4631,1716,1731,1968,3134,9,2591,2326,1415,2944,2155,2194,9152,2860,442,48,2103,28,1678,3341,2661,2061,2934,3766,181
PA4632,672,701,712,2330,13,2164,1811,1477,2634,1868,1937,4646,2915,490,20,1529,41,2024,2591,2044,1139,2554,4577,327
PA4633,14973,16139,15441,22545,48,3913,3685,1174,2492,2195,2066,16407,5578,824,99,8240,72,8493,15534,5617,9722,6677,2245,245
PA4634,5120,4794,5459,3631,8,1437,1446,355,1053,837,889,1701,1194,141,10,2635,10,586,2643,1355,3106,1623,1089,57
PA4635,4174,4481,4607,1741,2,1415,1376,466,1004,876,872,4596,5451,133,24,1215,12,1337,1169,1361,999,1974,1872,68
PA4636,1829,1815,1957,3478,21,2473,2265,1693,3621,2601,2591,1362,3033,530,17,2057,55,1252,3376,2746,1852,3114,3731,207
PA4637,5810,5676,5710,23285,41,42220,55279,24585,36063,42866,48512,9776,115798,2865,117,49547,57,49412,49958,1831,27784,1611,23430,122
PA4638,17299,13945,24302,1080,16,3318,2778,1088,2162,2420,2780,18965,4311,425,105,3171,546,628,4702,1661,15371,1939,2022,321
PA4639,1185,1158,1292,8579,17,2343,2122,1960,3964,2978,2968,5886,4172,760,51,3476,96,6911,6654,1901,3535,1886,8476,565
PA4640,3278,3001,3072,7240,43,7966,7301,4236,10610,7062,7110,4407,6487,1083,37,6863,75,3120,16443,3520,6980,6159,7402,338
PA4642,129,84,132,477,3,395,394,226,381,306,337,620,561,81,4,475,12,296,1083,536,476,503,775,57
PA4643,488,370,457,651,7,703,609,333,688,503,515,1042,1059,152,5,579,10,430,926,997,756,1032,509,51
PA4644,339,371,398,1022,5,726,655,500,1249,1026,1049,6270,11335,458,32,639,19,2378,928,919,850,935,641,35
PA4645,543,505,584,1062,6,843,755,697,1635,1199,1240,6172,7790,438,39,755,18,1890,1132,1097,940,1029,594,78
PA4646,1798,1706,1850,1793,6,1094,1055,679,1425,942,890,713,922,134,5,960,17,314,1175,1159,1070,1194,1188,103
PA4647,4737,5230,5379,3302,33,4141,3596,1810,3778,3461,3155,2421,2695,394,24,3174,28,1219,3564,2713,3523,2710,4471,238
PA4648,1335,1537,1670,253,6,81,72,110,151,113,113,133,203,35,2,112,7,58,155,865,193,805,933,88
PA4649,1062,1139,1251,368,6,284,267,143,248,179,202,202,229,42,3,415,8,140,314,918,477,869,791,78
PA4650,628,681,698,379,7,262,270,120,142,133,135,153,93,43,1,398,8,67,256,910,380,1023,466,66
PA4651,1453,1537,2008,697,7,373,364,160,317,311,245,268,316,50,3,431,5,119,422,1339,443,1684,2761,111
PA4652,1887,1829,2137,1008,15,831,755,450,641,489,462,589,419,133,3,913,25,343,922,3981,927,5466,1396,201
PA4653,1401,1497,1505,880,12,909,790,320,544,443,422,467,286,87,4,782,12,154,690,1444,910,2144,671,107
PA4654,366,331,367,270,13,201,187,174,167,104,119,1047,170,60,11,244,7,93,320,2277,270,2680,640,113
PA4655,3932,3752,3631,2061,15,1777,1628,600,1096,925,869,1703,1133,261,16,1483,16,1348,1381,1505,1463,2137,3479,241
PA4656,6305,6693,6878,3041,14,2900,2687,772,1475,1326,1325,7140,2107,329,44,3066,38,4582,2740,1590,3512,2351,4769,277
PA4657,31657,32126,29511,17104,32,8143,8639,1908,4137,3336,3495,9549,6031,1254,92,11683,76,9259,10941,2252,12505,3899,11501,490
PA4658,2709,2738,2794,1323,7,763,829,342,521,458,447,572,506,117,4,1124,10,1007,1270,1321,788,1922,2980,236
PA4659,1145,1149,1182,554,5,383,440,181,289,248,239,293,277,52,2,289,9,134,455,835,283,1318,1321,97
PA4660,1959,1994,2207,1664,13,1172,1155,614,1085,834,845,862,957,180,4,1310,22,528,2079,1960,1331,2513,2506,196
PA4661,12856,11795,13901,6282,25,7434,6703,3459,8673,6868,7301,21168,14142,2223,128,13462,145,16655,35449,2477,18639,2179,7876,474
PA4662,1911,1847,2174,1892,11,3187,3006,1902,3763,3104,3261,1019,1368,308,10,2360,34,530,3913,1356,2231,1441,2369,132
PA4663,1469,1606,1725,2069,12,2831,2761,1399,2996,2804,2767,647,836,199,6,1968,18,260,2765,1006,2138,1345,2728,89
PA4664,292,312,327,1704,15,2297,2120,1337,2793,2444,2549,216,1007,229,7,1358,23,253,2517,1242,1226,1493,2552,124
PA4665,389,414,391,2617,20,4281,4088,2688,5216,4463,4469,363,2881,425,5,2723,43,720,5203,1600,2046,1892,4389,184
PA4666,998,815,961,3489,7,4196,4063,2192,5015,4453,4726,2947,4708,606,11,2572,28,2145,4853,1477,2731,2093,4830,176
PA4667,2805,2283,2662,7070,33,8560,7936,3660,8304,7299,6743,5161,4457,1161,38,4754,120,2404,7791,2658,6384,2971,8775,389
PA4668,505,520,544,1089,5,1575,1367,841,1604,1348,1269,227,451,135,4,667,18,138,1418,803,1147,807,1703,88
PA4669,1863,1564,1775,10932,26,12645,12088,13772,42246,39074,36908,2512,24975,1737,39,15908,80,7114,19994,2060,9695,1320,17789,294
PA4669.1,140,70,124,810,0,1380,1509,1431,4978,4844,4473,442,3013,22,9,1548,0,420,1938,22,849,9,1270,3
PA4670,1030,830,961,10181,37,10417,10454,9287,23693,18863,21317,12429,48278,4600,93,9957,116,20751,22095,3104,6583,1222,13044,319
PA4671,1888,1519,1942,27713,85,18409,17679,15374,30560,24683,28986,9496,39039,8041,80,14761,568,22580,41544,7567,10881,1210,23043,854
PA4672,218,211,181,1138,7,1633,1556,908,2328,1928,2167,4203,8758,754,19,1069,23,3095,2089,770,1198,386,1765,59
PA4673,699,784,779,5233,26,7782,7106,4556,8303,7521,8404,733,5513,1113,12,3200,73,2471,5739,1813,3752,817,4591,243
PA4673.1,0,0,2,2,0,3,2,2,2,1,6,0,2,2,0,2,0,3,3,2,3,1,1,0
PA4674,2186,2680,2658,2711,4,2147,2244,1380,2540,2183,2050,4687,4535,737,45,2504,16,4195,4164,242,2527,835,10206,415
PA4674.1,1951,1938,2035,1951,6,1156,1214,555,827,746,894,3272,3764,1149,22,1930,14,5600,3105,531,2264,534,5047,404
PA4675,965,1024,983,4777,27,3817,3804,1493,2605,1950,1949,935,2198,518,4,1286,72,388,1376,1310,2205,1304,2735,274
PA4676,1905,2082,2159,2643,5,3031,2876,868,1963,1475,1453,3085,1262,199,18,1320,23,240,2021,525,2034,782,2151,104
PA4677,5860,5914,6279,4832,16,5009,4554,1750,4003,2828,2890,4698,1262,273,30,2143,55,249,3897,823,4088,1883,3393,159
PA4678,917,838,977,525,6,751,633,336,746,536,535,600,561,111,1,485,5,166,785,220,728,315,702,56
PA4679,601,653,676,2277,6,1747,1849,851,1941,1657,1707,722,1401,179,7,1165,17,542,1718,502,1343,532,2213,92
PA4680,6214,6029,6919,306,3,640,625,222,411,350,372,519,366,49,6,472,13,111,600,206,622,467,243,40
PA4681,7462,8403,8608,551,5,1039,982,284,557,511,499,6909,851,151,41,710,63,393,1320,486,1046,759,394,91
PA4682,4735,5024,5098,784,6,1286,1098,379,642,534,536,4145,664,183,25,823,56,340,1313,499,1334,876,483,101
PA4683,2163,1344,2145,486,8,1467,1334,909,2119,1606,1774,1397,688,84,6,841,19,205,679,387,1834,316,323,50
PA4684,1853,1870,1883,2082,12,1780,1676,966,2289,1636,1705,603,1638,272,7,1176,14,355,1617,588,1349,598,2018,123
PA4685,6,7,16,15,0,13,9,25,16,8,7,2,4,5,0,9,0,5,7,4,2,5,481,44
PA4686,1884,1985,2155,4097,32,5739,5232,2330,5225,3536,3344,765,2717,673,10,3555,71,548,3769,1988,2981,1948,5533,377
PA4687,10429,9360,10916,10782,68,14910,16256,3649,6819,5077,5217,3859,18525,6771,37,13000,215,11025,13856,3360,10041,3062,7429,462
PA4688,1548,1383,1677,1722,14,2474,2374,647,1652,1149,1201,143,599,235,1,1512,18,151,1432,851,1508,758,1678,129
PA4689,2656,2849,3088,3127,30,3042,2815,1414,2727,1980,1862,529,1156,322,7,3236,47,665,4605,1325,2891,1401,6489,531
PA4690.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA4690.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA4690.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA4690.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA4690.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA4691,1676,1510,1692,806,5,736,691,241,571,443,503,1170,675,103,8,683,12,779,829,208,1067,463,1033,60
PA4692,1122,1174,1241,2460,5,1112,1046,523,1170,939,989,945,1083,186,6,1466,37,899,1770,557,1495,779,2213,137
PA4693,1118,977,1313,4630,26,3790,3770,1895,4507,3357,3508,1633,2388,414,9,2925,68,1641,6971,1158,4030,977,4892,167
PA4694,4377,4139,4233,54645,52,6751,6152,3248,6888,4752,5523,4290,4463,1229,55,5830,175,3552,13337,2505,6116,2006,8103,443
PA4695,473,527,515,10593,18,2442,2132,1063,2036,1494,1553,601,1026,226,2,1177,29,481,2228,536,1525,667,2311,147
PA4696,2242,2282,2334,52248,31,6863,6013,3197,7195,5585,5411,5697,6754,884,41,5684,100,3551,9133,1797,6986,2786,10190,353
PA4697,537,537,544,446,15,852,814,576,1043,747,704,758,1550,385,3,314,27,1147,558,287,567,600,514,85
PA4698,2312,2430,2049,3134,4,3043,3188,1409,3169,2394,2590,7701,2731,249,54,1950,24,1349,3268,378,2119,628,4559,153
PA4699,3740,3943,3359,7285,14,5527,5191,2376,5442,4163,4108,12789,4812,736,71,4300,105,2950,7364,1293,4357,1658,8354,403
PA4700,8642,6893,5822,13031,44,10790,10958,5939,13349,10737,10752,6623,7263,1082,65,8247,131,2366,13831,2871,7507,3686,13227,474
PA4701,2386,1989,2419,5591,20,4057,3741,1817,4513,3440,3279,5388,3089,500,37,2569,62,1940,4139,1424,3985,2989,6562,269
PA4702,6515,5597,7789,2706,8,1236,1203,354,748,617,581,3589,591,168,24,3809,61,411,2329,551,3161,1159,2344,87
PA4703,5076,4643,5558,1066,1,807,667,128,457,380,425,2580,549,79,14,1100,18,208,862,192,1845,501,823,46
PA4704,1295,1339,1444,1485,13,1644,1784,690,1358,1079,1135,4179,2040,298,25,1115,12,1407,1267,581,1826,1533,1251,86
PA4704.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA4704.3,276,289,342,3843,82,19800,18050,4640,8833,19315,20277,15292,21434,2342,86,6537,98,20328,2870,2496,20565,1128,2046,85
PA4704.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA4705,603,529,582,3188,20,5697,5732,2089,4579,5551,6307,2573,5693,320,23,2044,39,1680,2373,1231,2649,2107,2853,130
PA4706,958,964,1000,4711,11,7288,7014,1676,4599,6655,7472,315,2557,192,3,1248,23,517,1758,929,2963,1652,2936,73
PA4707,994,962,1150,5149,14,8551,8600,2219,4917,8115,8667,822,6929,583,5,1513,20,1785,2367,1646,3691,2321,3591,114
PA4708,2935,3147,3391,17899,54,27050,25512,3709,7850,12763,14605,27368,22411,1988,167,4520,98,10276,3869,2063,9554,3783,10125,214
PA4709,2418,2520,2446,19277,47,17975,17409,3595,7547,12364,13488,35445,26560,2309,195,2802,99,13647,2673,2366,10112,3499,12509,340
PA4710,1830,1862,1914,19471,94,16280,15668,3712,7994,10809,11440,2327,8272,1906,33,2548,153,3614,3332,4373,3754,5458,34829,1445
PA4711,479,305,447,799,4,1314,1318,493,856,916,962,447,1122,239,4,726,19,1086,1143,438,698,512,792,68
PA4712,1091,1073,1178,1413,1,870,860,289,642,681,638,4607,1150,150,28,1152,13,899,1553,512,1091,772,1649,63
PA4713,3481,3406,3551,4084,7,1880,1743,602,1670,1471,1414,19028,3369,135,116,2268,11,3368,2966,524,3179,903,4361,113
PA4714,1826,1834,2015,4488,17,2370,2095,2434,6166,5165,5386,32284,3923,331,166,1279,46,6284,2002,582,4019,1334,5724,143
PA4715,1972,2052,2028,4541,14,4258,4354,1463,3104,2213,2274,756,1109,467,9,1592,31,576,2618,1392,2105,3007,3290,205
PA4716,714,625,736,2380,9,1550,1458,507,1241,1209,955,621,1226,126,8,1216,8,459,1733,999,1328,1935,2489,74
PA4717,14464,16009,17117,8208,12,5858,5906,1733,4017,3454,3456,3186,5114,618,20,5835,44,2589,5524,1336,6015,3116,9218,243
PA4718,2733,2442,2893,3971,15,3413,3600,1312,2646,2359,2345,918,4107,664,12,3971,32,2707,4922,971,2444,1486,3735,190
PA4719,2165,2228,2327,2518,14,1998,1901,1312,2646,1968,2001,2588,4869,452,26,1590,27,1966,2173,1806,1514,3535,2641,228
PA4720,1755,1785,1970,2036,17,2150,1930,1259,2734,2083,2275,308,1123,227,4,1409,23,290,1970,1448,1067,2732,2463,144
PA4721,777,755,870,1648,11,2981,2849,1146,2160,1944,2011,304,662,199,5,1357,20,283,1934,1001,1391,1861,1981,129
PA4722,21614,19456,22857,6883,21,8272,7285,2362,5316,5066,5063,9876,4763,668,68,7993,90,3861,6646,2058,10982,5471,6471,257
PA4723,2591,2137,2732,12168,76,10674,10821,9750,17551,13625,14562,56017,44746,3213,311,8179,350,31567,15005,3412,9226,2135,13231,675
